"sigmaA","sigmaB","size","mean_density","sd_density","se","ci_lower","ci_upper","log2_size","log2_density","log2_ci_lower","log2_ci_upper","sigma"
0.3,0.3,4096,0.0734088854106332,0.01353912440442,0.00191472133553873,0.0695611088287315,0.0772566619925348,12,-3.76790149234625,-3.8455752598766,-3.69419684498835,"sigma = 0.3"
0.3,0.3,8192,0.0679780128643703,0.0114400131024414,0.00161786216831986,0.0647267971138265,0.0712292286149141,13,-3.87878800019022,-3.94949307323817,-3.81138682323363,"sigma = 0.3"
0.3,0.3,16384,0.0598869545971634,0.0097120111714151,0.00137348579165342,0.0571268315617079,0.062647077632619,14,-4.06161442027827,-4.1296876741531,-3.99660897764599,"sigma = 0.3"
0.3,0.3,32768,0.0531060747579491,0.00704348804031894,0.000996099631303173,0.0511043376051687,0.0551078119107295,15,-4.23497929066819,-4.29041044115813,-4.1815993445533,"sigma = 0.3"
0.3,0.3,65536,0.0483546861973313,0.00597079028826177,0.000844397260374535,0.0466578063725829,0.0500515660220798,16,-4.37020047740379,-4.42173770949484,-4.32044098071458,"sigma = 0.3"
0.3,0.3,131072,0.0429719788911096,0.00457690534873749,0.000647272161788252,0.0416712367830968,0.0442727209991224,17,-4.54045997396952,-4.58480427057512,-4.49743814565214,"sigma = 0.3"
0.4,0.4,16,0.167442864125182,0.0557940320355364,0.00789046768041345,0.151586375665254,0.183299352585109,4,-2.57825920054221,-2.7217880026149,-2.44772640461186,"sigma = 0.4"
0.4,0.4,32,0.112746766714727,0.0308372464571816,0.00436104521659878,0.103982918239449,0.121510615190005,5,-3.14884203357091,-3.26558154532195,-3.04084574144297,"sigma = 0.4"
0.4,0.4,64,0.0988160400283776,0.0211134747731794,0.00298589623730526,0.0928156568892516,0.104816423167504,6,-3.33911094764942,-3.42948799852533,-3.25406331154255,"sigma = 0.4"
0.4,0.4,128,0.0845072945756779,0.0195483644945869,0.00276455621904575,0.0789517108562319,0.0900628782951239,7,-3.56478031117352,-3.66288566064858,-3.4729236046583,"sigma = 0.4"
0.4,0.4,256,0.065562334505919,0.0103679279762124,0.0014662464357667,0.0626158019770733,0.0685088670347648,8,-3.93098896376705,-3.99732940231185,-3.86756546302724,"sigma = 0.4"
0.4,0.4,512,0.0592722245664494,0.0123682226577924,0.00174913082251003,0.0557572145790338,0.0627872345538651,9,-4.07649998496436,-4.16469769839242,-3.99338491915904,"sigma = 0.4"
0.4,0.4,1024,0.0539642476572992,0.0102853809780972,0.00145457252733993,0.0510411747257484,0.05688732058885,10,-4.21185227898045,-4.29219465629285,-4.13574905854363,"sigma = 0.4"
0.4,0.4,2048,0.0460563899159508,0.00831081634476956,0.00117532691891651,0.0436944820441648,0.0484182977877368,11,-4.44045485841972,-4.51640508922867,-4.36830382948699,"sigma = 0.4"
0.4,0.4,4096,0.0408175521421677,0.00689847750290119,0.000975592044432854,0.0388570265281352,0.0427780777562003,12,-4.61466652426463,-4.68568068456029,-4.54698453368373,"sigma = 0.4"
0.4,0.4,8192,0.0350422937864166,0.00566342549520588,0.000800929314480971,0.0334327660693448,0.0366518215034885,13,-4.83475897630886,-4.90259346809968,-4.76997129131334,"sigma = 0.4"
0.4,0.4,16384,0.0288237765844785,0.00418518040593723,0.000591873889105457,0.0276343614734288,0.0300131916955282,14,-5.11659681530489,-5.17739291211537,-5.0582594420326,"sigma = 0.4"
0.4,0.4,32768,0.0248946890306651,0.00366664892375911,0.000518542463644084,0.0238526389363259,0.0259367391250042,15,-5.3280181955284,-5.38970730217123,-5.26885908042044,"sigma = 0.4"
0.4,0.4,65536,0.0196295662007113,0.002780545707507,0.000393228545035469,0.0188393438540756,0.0204197885473469,16,-5.67082789914068,-5.73010747084078,-5.61388826299454,"sigma = 0.4"
0.4,0.4,131072,0.0164178705286837,0.00173997385961238,0.000246069463043849,0.0159233754291371,0.0169123656282303,17,-5.92858917453091,-5.97270999970342,-5.8857777179975,"sigma = 0.4"
0.5,0.5,16,0.1268467584798,0.0257789723243695,0.00364569722851641,0.119520455607303,0.134173061352298,4,-2.97884144253218,-3.06467054214001,-2.89783305192363,"sigma = 0.5"
0.5,0.5,32,0.102601908675662,0.0263553167073769,0.00372720463282106,0.095111810541831,0.110092006809492,5,-3.28487052562564,-3.39423169041156,-3.18321836853663,"sigma = 0.5"
0.5,0.5,64,0.0793143137196658,0.0223321153854361,0.00315823804545645,0.0729675967505571,0.0856610306887746,6,-3.65627493962225,-3.7766002516123,-3.54521715367771,"sigma = 0.5"
0.5,0.5,128,0.0607009237007977,0.0132558371100194,0.00187465846215979,0.0569336564771666,0.0644681909244288,7,-4.04213771928354,-4.13457443218379,-3.95526868993878,"sigma = 0.5"
0.5,0.5,256,0.0510551726656619,0.0116003623456304,0.00164053897576327,0.0477583861644226,0.0543519591669011,8,-4.29179905431221,-4.38810210342163,-4.20152415030079,"sigma = 0.5"
0.5,0.5,512,0.0395276678461633,0.00912708664997178,0.00129076497253445,0.0369337785204042,0.0421215571719223,9,-4.66099335189595,-4.75891532436649,-4.5692974181147,"sigma = 0.5"
0.5,0.5,1024,0.0318304393229662,0.00660567294952879,0.000934183227382469,0.029953127842277,0.0337077508036555,10,-4.97344912062085,-5.06114952609541,-4.89077582506518,"sigma = 0.5"
0.5,0.5,2048,0.0260153459626829,0.00401499221871903,0.000567805644853489,0.0248742977992831,0.0271563941260826,11,-5.26449329678539,-5.32920039078341,-5.20256426106765,"sigma = 0.5"
0.5,0.5,4096,0.0206223234643414,0.00425330621663949,0.000601508333649736,0.0194135472121121,0.0218310997165708,12,-5.59964930315781,-5.68679244072058,-5.51747138351006,"sigma = 0.5"
0.5,0.5,8192,0.0162665763894499,0.00253728416586375,0.000358826167895903,0.0155454882080123,0.0169876645708874,13,-5.94194554944057,-6.00736026436508,-5.87936866236098,"sigma = 0.5"
0.5,0.5,16384,0.0127158487859222,0.00200302802384928,0.000283270939714103,0.0121465945200744,0.01328510305177,14,-6.29722842429639,-6.36330430044263,-6.23404677100156,"sigma = 0.5"
0.5,0.5,32768,0.00987945040368418,0.000985586147923771,0.000139382929728085,0.0095993499196241,0.0101595508877443,15,-6.66135349810856,-6.7028475766919,-6.62101956191122,"sigma = 0.5"
0.5,0.5,65536,0.00760644000544489,0.00111737440538132,0.000158020603833883,0.00728888571302411,0.00792399429786567,16,-7.03856288851337,-7.10008600497502,-6.97955644260277,"sigma = 0.5"
0.5,0.5,131072,0.00597820549778666,0.000683870354832493,9.67138730709012e-05,0.00578385169337652,0.0061725593021968,17,-7.38607179488225,-7.43375372476126,-7.33991549269067,"sigma = 0.5"
0.6,0.6,16,0.130021792188276,0.0456009512208539,0.00644894836736455,0.117062145243695,0.142981439132857,4,-2.94317464973275,-3.09465347249326,-2.80610021647778,"sigma = 0.6"
0.6,0.6,32,0.0807664133009704,0.0189407516980444,0.00267862679329156,0.0753835112276608,0.08614931537428,5,-3.63010071657254,-3.72960719508079,-3.53701685832805,"sigma = 0.6"
0.6,0.6,64,0.0553761602724344,0.0152918207810804,0.00216259003419826,0.0510302728916471,0.0597220476532217,6,-4.17459116763302,-4.29250283301458,-4.06559255865417,"sigma = 0.6"
0.6,0.6,128,0.0433968278480483,0.0103046613416251,0.00145729918249879,0.0404682754978101,0.0463253801982866,7,-4.52626659906687,-4.62706481800402,-4.43205337309193,"sigma = 0.6"
0.6,0.6,256,0.0317229196948751,0.00685255621511414,0.000969097793633846,0.0297754447664319,0.0336703946233183,8,-4.97833063072937,-5.06973313147431,-4.89237555985455,"sigma = 0.6"
0.6,0.6,512,0.0258018994101934,0.00624618234797531,0.00088334357895621,0.0240267540280459,0.027577044792341,9,-5.27637891603311,-5.37921443368962,-5.18038832653656,"sigma = 0.6"
0.6,0.6,1024,0.0194113926951885,0.00331662791424705,0.000469042017767337,0.0184688174711101,0.0203539679192669,10,-5.68695256000946,-5.75876469395687,-5.61854612061836,"sigma = 0.6"
0.6,0.6,2048,0.0129789748921509,0.00201721908350106,0.000285277858616502,0.0124056875717739,0.0135522622125279,11,-6.26767974915053,-6.33285449252109,-6.20532249610074,"sigma = 0.6"
0.6,0.6,4096,0.00953449898295014,0.00186653538133596,0.000263967965093455,0.00900403549690293,0.0100649624689973,12,-6.71262715459853,-6.79521254027507,-6.63451439713717,"sigma = 0.6"
0.6,0.6,8192,0.00729486439361683,0.001068896772518,0.000151164831247178,0.00699108729201768,0.00759864149521598,13,-7.09890312495277,-7.16026743581179,-7.04004277180365,"sigma = 0.6"
0.6,0.6,16384,0.00539607704381245,0.000614212285138025,8.68627343818365e-05,0.00522151984376938,0.00557063424385552,14,-7.53387333779684,-7.58131448707683,-7.48794268988433,"sigma = 0.6"
0.6,0.6,32768,0.00376488368475439,0.000535161094755609,7.56832078257815e-05,0.00361279258444119,0.00391697478506758,15,-8.05317899081938,-8.11266985468768,-7.99604444347454,"sigma = 0.6"
0.6,0.6,65536,0.00272175197414757,0.000351580975233982,4.97210583448256e-05,0.00262183376653395,0.00282167018176119,16,-8.52124868070433,-8.57520806813361,-8.46923492002443,"sigma = 0.6"
0.6,0.6,131072,0.00195284112787633,0.000233243890133332,3.29856672767218e-05,0.00188655394773684,0.00201912830801581,17,-9.00020970018294,-9.05003092873904,-8.95205169323168,"sigma = 0.6"
0.7,0.7,16,0.104291081381341,0.0260436096085426,0.00368312259215512,0.0968895694248349,0.111692593337847,4,-3.26131230612901,-3.36751482804596,-3.16239457521694,"sigma = 0.7"
0.7,0.7,32,0.0633431478917492,0.0176597267154355,0.00249746250287713,0.0583243090903085,0.0683619866931899,5,-3.98066762466678,-4.09975887762765,-3.87066186545282,"sigma = 0.7"
0.7,0.7,64,0.0430630109820581,0.0122915720074688,0.00173829078358478,0.0395697848684361,0.04655623709568,6,-4.53740699295849,-4.65945696803459,-4.42488173253334,"sigma = 0.7"
0.7,0.7,128,0.0299918431829704,0.00655218587243228,0.000926619012398312,0.0281297325614016,0.0318539538045392,7,-5.05928600237239,-5.15176035323209,-4.97238373471293,"sigma = 0.7"
0.7,0.7,256,0.0198732727494799,0.0050341506419472,0.000711936411287096,0.0184425829669467,0.0213039625320131,8,-5.6530267132291,-5.76081546390765,-5.55273439342704,"sigma = 0.7"
0.7,0.7,512,0.013550940085282,0.0028101410300766,0.000397413955691543,0.0127523068410347,0.0143495733295293,9,-6.20546324894623,-6.29309794135054,-6.12284834935624,"sigma = 0.7"
0.7,0.7,1024,0.00919217331851914,0.00165598201485635,0.000234191222445577,0.00872154843713948,0.00966279819989879,10,-6.7653782843923,-6.84119998862049,-6.69334325248082,"sigma = 0.7"
0.7,0.7,2048,0.00653734093084044,0.00124552422674162,0.000176143725372226,0.00618336686215672,0.00689131499952416,11,-7.25708034710054,-7.33739168072753,-7.18100498064769,"sigma = 0.7"
0.7,0.7,4096,0.00449446491113158,0.000816076389849667,0.000115410629845787,0.004262538567292,0.00472639125497116,12,-7.79763491886865,-7.87407139701462,-7.72504522279792,"sigma = 0.7"
0.7,0.7,8192,0.00292424488779756,0.000498254272661127,7.04637949907709e-05,0.00278264259026995,0.00306584718532516,13,-8.41772015134116,-8.48932866753346,-8.3494984958415,"sigma = 0.7"
0.7,0.7,16384,0.00203609767633229,0.000303032988463315,4.2855336213127e-05,0.00194997665389954,0.00212221869876503,14,-8.93997751215806,-9.00232743325386,-8.8802109482181,"sigma = 0.7"
0.7,0.7,32768,0.0013293491764649,0.000233503136354771,3.30223302289571e-05,0.00126298831936448,0.00139571003356531,15,-9.55506418156153,-9.62894298811213,-9.48478503981212,"sigma = 0.7"
0.7,0.7,65536,0.000885697381799649,0.000119793465244026,1.69413543231772e-05,0.00085165245566836,0.000919742307930938,16,-10.1408985254114,-10.1974475673802,-10.0864826739737,"sigma = 0.7"
0.7,0.7,131072,0.000591297565090807,6.23387156366947e-05,8.81602571143334e-06,0.000573581098131216,0.000609014032050398,17,-10.7238280433206,-10.767714897493,-10.6812369104715,"sigma = 0.7"
0.8,0.8,16,0.0850973330698605,0.0145683744998849,0.00206027927994676,0.0809570468473091,0.089237619292412,4,-3.55474227087379,-3.62669952543974,-3.48620416432407,"sigma = 0.8"
0.8,0.8,32,0.0561528745659918,0.012971166856851,0.0018344000088763,0.0524665097331643,0.0598392393988192,5,-4.15449631112125,-4.25245937002724,-4.06276435215822,"sigma = 0.8"
0.8,0.8,64,0.032516804955214,0.00925737845663734,0.0013091910165397,0.0298858871077038,0.0351477228027243,6,-4.94267068210718,-5.06439182262137,-4.8304249686886,"sigma = 0.8"
0.8,0.8,128,0.0196575674127442,0.0051106060628532,0.000722748840603316,0.0182051492400039,0.0211099855854845,7,-5.66877138786771,-5.77950962219026,-5.56593059620368,"sigma = 0.8"
0.8,0.8,256,0.0126356229045831,0.00305277727651656,0.000431727902735412,0.0117680332020682,0.0135032126070979,8,-6.30635940248438,-6.40898296767577,-6.21055350391042,"sigma = 0.8"
